area_sqft,bedrooms,bathrooms,floors,age_years,garage,garden,swimming_pool,location_score,distance_city,school_nearby,furnishing,price_usd,price_per_sqft,total_rooms,amenity_score,age_category,location_tier
1843.0,2,2,2,1.0,1,1,1,2.4,20.4,0,0,262100.0,142.21,4,4,3,0
2805.0,3,2,2,32.0,1,1,0,8.3,2.4,1,1,454100.0,161.89,5,2,0,2
3124.0,3,2,2,38.0,1,0,0,7.2,6.7,1,0,445600.0,142.64,5,1,0,2
1669.0,4,3,2,42.0,1,0,0,1.0,32.4,0,0,108100.0,64.77,7,1,0,0
4044.0,2,2,3,42.0,0,1,0,5.9,6.4,0,0,469700.0,116.15,4,1,0,1
3165.0,3,2,1,31.0,1,1,0,4.7,2.9,0,2,412600.0,130.36,5,2,0,1
1660.0,3,3,1,17.0,0,1,0,4.5,4.3,0,1,277900.0,167.41,6,1,1,1
2927.0,3,2,1,16.0,1,1,0,1.0,21.6,0,1,268500.0,91.73,5,2,1,0
4020.0,4,4,3,33.0,1,0,0,5.4,31.0,0,2,266500.0,66.29,8,1,0,1
901.0,4,4,1,38.0,1,0,0,5.7,30.0,0,0,186200.0,206.66,8,1,0,1
4876.0,4,4,2,6.0,0,0,0,3.1,12.0,0,1,456700.0,93.66,8,0,2,0
1206.0,3,3,2,41.0,0,0,0,8.7,7.1,1,2,324800.0,269.32,6,0,0,2
3770.0,4,4,1,34.0,1,1,1,7.1,2.0,1,1,651100.0,172.71,8,4,0,2
1299.0,3,3,1,29.0,1,1,0,3.4,1.3,0,2,196300.0,151.12,6,2,1,0
1739.0,2,2,1,11.0,0,0,0,7.5,0.6,1,2,357200.0,205.41,4,0,2,2
790.0,2,1,1,34.0,0,0,0,4.6,0.5,0,0,132500.0,167.72,3,0,0,1
2900.0,3,2,1,10.0,1,0,0,7.6,21.0,1,2,399300.0,137.69,5,1,2,2
1580.0,4,4,1,43.0,0,1,0,2.6,16.6,0,2,206100.0,130.44,8,1,0,0
3575.0,4,4,3,3.0,0,0,0,5.8,8.4,0,1,526800.0,147.36,8,0,3,1
1784.0,4,4,3,24.0,1,0,0,3.1,50.0,0,2,205300.0,115.08,8,1,1,0
3927.0,3,3,1,47.0,1,0,0,3.8,30.6,0,0,364600.0,92.84,6,1,0,1
3994.0,3,2,1,31.0,1,0,1,1.6,10.6,0,1,334000.0,83.63,5,3,0,0
727.0,2,1,1,19.0,0,1,0,3.0,6.2,0,0,90400.0,124.35,3,1,1,0
2665.0,3,3,2,49.0,0,0,0,3.0,1.7,0,0,337000.0,126.45,6,0,0,0
2416.0,3,3,2,30.0,1,0,0,2.8,7.2,0,1,329800.0,136.51,6,1,1,0
1169.0,2,2,1,3.0,1,0,0,5.9,1.7,0,1,232500.0,198.89,4,1,3,1
2495.0,2,1,1,37.0,1,0,1,2.0,5.1,0,1,304400.0,122.0,3,3,0,0
3333.0,3,2,2,46.0,0,1,0,6.1,28.6,1,1,351100.0,105.34,5,1,0,1
4463.0,4,4,2,0.0,1,0,0,7.5,4.2,1,1,690100.0,154.63,8,1,3,2
5321.0,6,4,1,2.0,1,0,0,3.7,1.7,0,0,613500.0,115.3,10,1,3,1
4614.0,5,4,2,36.0,1,1,0,5.3,8.7,0,1,612700.0,132.79,9,2,0,1
3501.0,4,3,1,21.0,1,0,0,4.8,9.2,0,2,399900.0,114.22,7,1,1,1
2286.0,3,3,1,16.0,1,1,0,4.7,2.2,0,1,362200.0,158.44,6,2,1,1
3609.0,4,4,2,13.0,1,0,1,1.0,2.2,0,1,429400.0,118.98,8,3,2,0
754.0,4,4,2,40.0,1,0,0,3.2,45.6,0,1,86000.0,114.06,8,1,0,0
3137.0,2,2,1,34.0,0,1,0,8.4,2.8,1,1,318400.0,101.5,4,1,0,2
2009.0,3,3,3,12.0,1,1,0,6.1,18.2,1,1,382600.0,190.44,6,2,2,1
4657.0,4,4,1,34.0,1,0,0,5.0,6.4,0,2,649000.0,139.36,8,1,0,1
1384.0,3,3,2,42.0,0,0,0,1.5,5.7,0,1,146600.0,105.92,6,0,0,0
3775.0,3,3,1,1.0,1,0,0,6.7,3.5,1,1,554700.0,146.94,6,1,3,2
4941.0,3,2,3,46.0,0,0,0,3.7,14.9,0,1,508700.0,102.95,5,0,0,1
3406.0,2,2,3,12.0,1,0,0,3.0,21.3,0,1,332700.0,97.68,4,1,2,0
1137.0,3,3,1,50.0,1,1,0,3.2,3.0,0,1,184200.0,162.01,6,2,0,0
2441.0,3,3,3,15.0,1,0,1,6.5,1.0,1,1,521500.0,213.64,6,3,2,1
3055.0,1,1,2,17.0,1,0,0,5.4,1.5,0,1,435000.0,142.39,2,1,1,1
1124.0,1,1,2,6.0,0,0,0,7.2,15.7,1,1,241900.0,215.21,2,0,2,2
3550.0,4,4,1,44.0,1,0,0,7.8,5.7,1,1,463100.0,130.45,8,1,0,2
4731.0,3,3,2,35.0,1,1,0,4.0,1.4,0,2,606100.0,128.11,6,2,0,1
5380.0,3,2,3,40.0,1,0,0,5.4,4.2,0,1,525500.0,97.68,5,1,0,1
4715.0,3,3,1,29.0,1,0,0,4.9,7.2,0,2,610100.0,129.4,6,1,1,1
2968.0,5,4,3,41.0,1,1,0,2.8,19.1,0,0,418900.0,141.14,9,2,0,0
4447.0,3,3,1,40.0,1,0,0,3.1,10.3,0,0,501000.0,112.66,6,1,0,0
5095.0,3,3,1,6.0,1,0,0,5.2,1.9,0,1,606600.0,119.06,6,1,2,1
3301.0,5,4,2,14.0,0,0,0,5.4,1.7,0,2,323400.0,97.97,9,0,2,1
1571.0,4,4,2,39.0,1,1,0,5.4,5.3,0,1,302600.0,192.62,8,2,0,1
1766.0,2,1,2,18.0,0,1,1,5.4,0.8,0,0,387900.0,219.65,3,3,1,1
3374.0,4,3,1,42.0,0,0,0,3.9,14.1,0,0,388500.0,115.15,7,0,0,1
2582.0,3,3,3,36.0,1,0,1,9.7,5.1,1,1,524700.0,203.21,6,3,0,2
1453.0,3,3,1,1.0,0,1,1,6.0,4.2,1,0,313100.0,215.49,6,3,3,1
4746.0,2,1,1,41.0,0,0,0,4.3,7.1,0,1,505900.0,106.6,3,0,0,1
4336.0,2,1,1,47.0,1,0,0,6.3,12.3,1,1,372300.0,85.86,3,1,0,1
4369.0,4,4,2,12.0,0,1,1,3.8,8.4,0,1,532200.0,121.81,8,3,2,1
1174.0,3,3,3,39.0,1,0,0,5.6,16.2,0,0,275600.0,234.75,6,1,0,1
3861.0,3,3,2,40.0,1,0,0,6.3,9.9,1,0,423300.0,109.63,6,1,0,1
1748.0,4,3,2,42.0,0,1,0,6.6,15.5,1,1,320100.0,183.12,7,1,0,2
2315.0,4,4,1,42.0,1,0,0,3.0,11.9,0,0,221600.0,95.72,8,1,0,0
5377.0,2,2,2,30.0,1,0,0,10.0,2.1,1,1,617500.0,114.84,4,1,1,2
4454.0,4,3,1,15.0,1,0,0,7.9,0.5,1,2,611200.0,137.22,7,1,2,2
3091.0,2,2,1,41.0,0,0,0,9.6,23.4,1,0,403200.0,130.44,4,0,0,2
3260.0,4,4,1,43.0,0,0,0,5.0,29.1,0,0,416400.0,127.73,8,0,0,1
3724.0,4,4,2,5.0,0,0,0,6.0,13.0,1,0,448500.0,120.44,8,0,3,1
3651.0,6,4,2,27.0,0,1,0,5.6,12.9,0,2,511100.0,139.99,10,1,1,1
604.0,2,2,2,31.0,1,1,1,4.4,3.1,0,0,234900.0,388.91,4,4,0,1
5469.0,2,2,1,43.0,1,0,0,7.0,7.8,1,2,552600.0,101.04,4,1,0,2
1476.0,3,3,1,9.0,0,1,0,3.7,48.6,0,1,158300.0,107.25,6,1,2,1
1591.0,3,3,2,49.0,0,1,1,6.9,19.4,1,1,332500.0,208.99,6,3,0,2
4742.0,2,1,1,17.0,1,1,0,4.5,3.6,0,0,484300.0,102.13,3,2,1,1
4964.0,5,4,3,3.0,1,0,0,6.3,3.6,1,1,661200.0,133.2,9,1,3,1
5065.0,2,2,2,8.0,0,1,1,8.4,6.6,1,1,581800.0,114.87,4,3,2,2
1235.0,3,3,1,6.0,0,0,1,5.2,5.2,0,1,259700.0,210.28,6,2,2,1
2293.0,4,4,3,49.0,0,0,0,7.1,4.6,1,1,383500.0,167.25,8,0,0,2
2282.0,3,3,2,7.0,1,0,0,4.5,9.9,0,1,364200.0,159.6,6,1,2,1
5352.0,4,4,1,42.0,0,1,1,3.1,0.5,0,1,571300.0,106.75,8,3,0,0
719.0,2,1,2,6.0,0,0,0,8.8,14.4,1,1,219600.0,305.42,3,0,2,2
1430.0,3,3,1,40.0,1,0,0,7.0,13.5,1,1,266100.0,186.08,6,1,0,2
4275.0,1,1,2,39.0,0,1,0,5.2,17.7,0,1,457500.0,107.02,2,1,0,1
1969.0,2,2,2,2.0,0,1,0,6.9,18.4,1,0,261500.0,132.81,4,1,3,2
1340.0,5,4,3,16.0,0,1,0,3.5,8.4,0,1,298300.0,222.61,9,1,1,0
716.0,2,2,2,1.0,0,0,0,6.4,15.1,1,1,220700.0,308.24,4,0,3,1
3438.0,3,2,1,14.0,0,0,0,5.9,6.8,0,0,344100.0,100.09,5,0,2,1
1750.0,3,3,2,45.0,0,1,0,6.8,30.3,1,1,247500.0,141.43,6,1,0,2
2531.0,3,2,1,28.0,1,0,0,8.8,2.1,1,0,445800.0,176.14,5,1,1,2
1612.0,5,4,2,49.0,0,1,0,8.4,24.7,1,0,235200.0,145.91,9,1,0,2
2264.0,1,1,2,47.0,0,0,0,2.7,3.0,0,2,207200.0,91.52,2,0,0,0
1681.0,4,4,1,21.0,0,1,1,1.5,1.1,0,1,235300.0,139.98,8,3,1,0
5329.0,6,4,1,3.0,1,0,0,6.0,5.8,1,1,607200.0,113.94,10,1,3,1
1112.0,3,3,3,5.0,0,0,0,5.8,9.5,0,2,300900.0,270.59,6,0,3,1
3449.0,5,4,3,37.0,1,1,0,3.2,2.6,0,0,482600.0,139.92,9,2,0,0
1159.0,2,1,1,25.0,0,0,0,3.6,8.1,0,2,157100.0,135.55,3,0,1,1
4272.0,3,2,1,10.0,0,0,1,4.0,16.5,0,0,519600.0,121.63,5,2,2,1
5183.0,3,2,1,25.0,1,1,0,8.2,3.0,1,1,682000.0,131.58,5,2,1,2
3943.0,4,4,3,16.0,1,0,0,4.6,8.7,0,1,570400.0,144.66,8,1,1,1
4670.0,6,4,1,23.0,1,0,0,2.5,4.1,0,2,517400.0,110.79,10,1,1,0
5399.0,3,2,2,27.0,1,0,0,5.4,7.5,0,1,615100.0,113.93,5,1,1,1
2070.0,4,4,1,34.0,0,0,0,5.5,11.0,0,1,429700.0,207.58,8,0,0,1
1180.0,2,1,2,30.0,1,0,0,3.4,4.3,0,1,182800.0,154.92,3,1,1,0
2894.0,3,3,1,12.0,1,1,1,6.7,50.0,1,0,357700.0,123.6,6,4,2,2
3747.0,3,3,2,34.0,1,1,0,7.8,8.3,1,1,501500.0,133.84,6,2,0,2
4849.0,6,4,1,15.0,1,0,0,4.8,17.4,0,0,534000.0,110.13,10,1,2,1
2279.0,4,4,2,14.0,0,0,0,2.5,12.9,0,1,309300.0,135.72,8,0,2,0
4106.0,3,2,1,42.0,1,1,0,5.0,19.2,0,1,428800.0,104.43,5,2,0,1
3344.0,2,1,2,17.0,0,1,0,6.1,1.9,1,2,365400.0,109.27,3,1,1,1
3956.0,2,1,3,46.0,1,0,0,1.2,2.5,0,1,374800.0,94.74,3,1,0,0
4645.0,2,1,1,36.0,1,1,0,6.5,6.7,1,2,492800.0,106.09,3,2,0,1
1843.0,3,3,3,47.0,1,1,0,4.8,19.1,0,0,208800.0,113.29,6,2,0,1
3718.0,5,4,2,47.0,0,0,0,5.6,2.2,0,0,526800.0,141.69,9,0,0,1
2741.0,3,3,1,48.0,0,0,0,4.9,35.4,0,1,240200.0,87.63,6,0,0,1
3659.0,3,3,1,40.0,0,0,0,4.0,1.4,0,1,423900.0,115.85,6,0,0,1
5148.0,2,1,1,26.0,0,1,0,5.3,1.9,0,1,332900.0,64.67,3,1,1,1
3559.0,5,4,2,34.0,1,1,0,4.5,1.8,0,1,501300.0,140.85,9,2,0,1
2865.0,4,4,2,44.0,0,1,0,4.8,8.8,0,0,354500.0,123.73,8,1,0,1
3079.0,2,2,1,34.0,0,0,0,3.7,25.0,0,1,227100.0,73.76,4,0,0,1
5246.0,4,4,2,27.0,1,1,0,6.6,2.9,1,0,600100.0,114.39,8,2,1,2
2235.0,3,2,2,38.0,1,1,0,8.0,8.1,1,0,342400.0,153.2,5,2,0,2
2357.0,2,2,3,37.0,0,1,0,3.8,1.9,0,0,329900.0,139.97,4,1,0,1
5052.0,3,2,2,8.0,1,0,0,5.3,10.0,0,1,563200.0,111.48,5,1,2,1
2670.0,3,2,3,11.0,0,1,1,3.3,1.3,0,1,322800.0,120.9,5,3,2,0
3449.0,2,1,2,14.0,1,0,0,6.3,6.8,1,0,454900.0,131.89,3,1,2,1
3851.0,5,4,1,20.0,1,1,0,5.9,10.6,0,1,376300.0,97.71,9,2,1,1
4330.0,4,3,2,34.0,0,1,0,4.3,8.7,0,1,414200.0,95.66,7,1,0,1
3089.0,4,4,1,41.0,0,0,0,5.3,1.5,0,2,408700.0,132.31,8,0,0,1
2231.0,3,2,1,32.0,1,1,0,7.2,1.8,1,1,346900.0,155.49,5,2,0,2
3416.0,3,3,1,50.0,0,0,0,2.3,11.1,0,0,362300.0,106.06,6,0,0,0
1615.0,4,3,2,18.0,1,1,0,2.9,16.6,0,2,255600.0,158.27,7,2,1,0
1948.0,3,2,2,22.0,1,0,0,6.7,23.9,1,0,311900.0,160.11,5,1,1,2
5211.0,2,2,1,12.0,0,1,0,5.6,16.8,0,1,574700.0,110.29,4,1,2,1
3687.0,3,3,1,43.0,1,1,0,5.4,36.5,0,1,348000.0,94.39,6,2,0,1
3439.0,4,3,1,0.0,1,0,0,7.4,5.2,1,0,432900.0,125.88,7,1,3,2
935.0,3,3,2,50.0,1,0,1,6.9,4.0,1,1,296200.0,316.79,6,3,0,2
5192.0,2,1,1,28.0,0,0,1,8.9,0.5,1,0,704300.0,135.65,3,2,1,2
1495.0,4,4,2,23.0,1,0,0,7.3,6.0,1,2,342800.0,229.3,8,1,1,2
4146.0,2,2,1,15.0,0,0,1,6.6,10.5,1,0,546400.0,131.79,4,2,2,2
1451.0,3,2,1,24.0,0,1,0,5.4,16.9,0,1,225100.0,155.13,5,1,1,1
2287.0,2,1,1,22.0,1,1,0,5.2,3.1,0,1,260500.0,113.9,3,2,1,1
2531.0,3,2,1,27.0,0,1,0,5.5,7.2,0,0,271800.0,107.39,5,1,1,1
4346.0,4,4,3,46.0,0,0,0,5.9,10.8,0,1,601000.0,138.29,8,0,0,1
3027.0,3,2,1,15.0,1,1,0,3.1,8.0,0,2,310400.0,102.54,5,2,2,0
2168.0,2,2,1,42.0,1,1,1,6.0,3.2,1,1,340600.0,157.1,4,4,0,1
4600.0,5,4,1,37.0,1,0,0,5.0,15.9,0,1,563500.0,122.5,9,1,0,1
3338.0,5,4,1,10.0,0,0,0,6.2,1.9,1,1,409500.0,122.68,9,0,2,1
4098.0,5,4,1,2.0,0,0,0,4.3,23.5,0,2,417600.0,101.9,9,0,3,1
4513.0,2,2,1,14.0,1,1,0,4.2,30.5,0,0,413400.0,91.6,4,2,2,1
1666.0,3,3,2,0.0,1,0,0,6.0,4.6,1,1,324900.0,195.02,6,1,3,1
4980.0,6,4,2,6.0,1,1,0,6.5,4.7,1,0,572400.0,114.94,10,2,2,1
3044.0,4,4,1,0.0,0,0,0,4.3,13.6,0,2,379900.0,124.8,8,0,3,1
4707.0,1,1,1,48.0,1,1,1,8.1,6.1,1,1,624800.0,132.74,2,4,0,2
3973.0,2,2,3,31.0,0,0,1,8.1,0.5,1,2,559200.0,140.75,4,2,0,2
4569.0,3,2,1,8.0,1,1,0,2.3,25.2,0,2,398300.0,87.17,5,2,2,0
3146.0,5,4,1,28.0,0,0,0,3.9,5.6,0,0,427000.0,135.73,9,0,1,1
1353.0,3,3,1,25.0,1,0,0,5.7,2.3,0,0,325400.0,240.5,6,1,1,1
2682.0,3,3,1,22.0,0,1,0,6.2,8.1,1,0,419400.0,156.38,6,1,1,1
3374.0,2,2,2,44.0,1,1,0,9.8,2.5,1,1,436000.0,129.22,4,2,0,2
3496.0,4,3,1,42.0,0,0,0,5.8,2.3,0,1,372300.0,106.49,7,0,0,1
4785.0,4,3,2,28.0,1,0,0,5.3,7.9,0,2,579900.0,121.19,7,1,1,1
1375.0,3,3,1,37.0,1,0,0,3.2,5.0,0,1,220900.0,160.65,6,1,0,0
2225.0,4,3,1,32.0,1,0,0,2.3,8.5,0,1,231600.0,104.09,7,1,0,0
3669.0,6,4,2,6.0,0,0,1,5.2,50.0,0,2,439900.0,119.9,10,2,2,1
1017.0,2,2,1,11.0,1,1,0,9.6,19.6,1,0,282700.0,277.97,4,2,2,2
714.0,3,2,2,30.0,1,1,1,5.1,0.5,0,0,302200.0,423.25,5,4,1,1
1216.0,3,3,1,31.0,0,0,0,4.0,0.5,0,1,207800.0,170.89,6,0,0,1
4574.0,4,4,2,19.0,0,0,0,6.4,9.4,1,1,649000.0,141.89,8,0,1,1
3867.0,3,3,1,50.0,1,0,0,1.5,9.8,0,2,432200.0,111.77,6,1,0,0
1425.0,4,4,3,16.0,0,0,0,5.7,21.1,0,1,245500.0,172.28,8,0,1,1
2116.0,4,4,1,35.0,1,0,0,7.1,9.9,1,2,385000.0,181.95,8,1,0,2
3746.0,3,3,3,2.0,0,0,0,3.6,2.6,0,1,440900.0,117.7,6,0,3,1
1012.0,5,4,1,0.0,0,0,0,8.2,6.3,1,0,309200.0,305.53,9,0,3,2
1328.0,3,3,2,49.0,1,0,0,6.8,16.6,1,0,258400.0,194.58,6,1,0,2
3948.0,2,2,1,26.0,0,0,1,8.3,25.6,1,0,433100.0,109.7,4,2,1,2
3408.0,4,4,3,46.0,1,0,0,2.7,2.7,0,0,325600.0,95.54,8,1,0,0
1275.0,4,4,1,39.0,0,0,0,5.1,7.8,0,1,223800.0,175.53,8,0,0,1
4065.0,3,2,1,32.0,0,1,0,7.3,1.7,1,1,580800.0,142.88,5,1,0,2
3104.0,5,4,1,19.0,0,1,0,2.5,6.9,0,1,365700.0,117.82,9,1,1,0
3567.0,5,4,1,13.0,1,1,1,7.4,0.9,1,1,581300.0,162.97,9,4,2,2
3386.0,3,2,1,35.0,1,0,0,5.1,28.4,0,0,368700.0,108.89,5,1,0,1
1722.0,6,4,3,4.0,1,0,0,7.4,10.2,1,1,321100.0,186.47,10,1,3,2
4679.0,2,2,3,22.0,0,0,0,5.9,19.3,0,1,516500.0,110.39,4,0,1,1
2171.0,2,2,1,44.0,0,0,0,8.3,50.0,1,2,279500.0,128.74,4,0,0,2
2743.0,2,2,3,14.0,0,1,0,2.9,2.0,0,2,351300.0,128.07,4,1,2,0
2287.0,5,4,2,5.0,1,0,0,6.2,11.8,1,2,310800.0,135.9,9,1,3,1
4732.0,4,3,1,32.0,0,0,1,2.5,21.8,0,1,463200.0,97.89,7,2,0,0
4451.0,2,2,2,18.0,0,0,1,6.3,8.6,1,0,581200.0,130.58,4,2,1,1
4040.0,3,2,2,12.0,0,0,0,6.2,10.2,1,0,482100.0,119.33,5,0,2,1
4366.0,4,4,3,28.0,1,1,0,4.9,5.2,0,2,567000.0,129.87,8,2,1,1
2926.0,2,2,1,5.0,1,0,0,3.9,11.2,0,1,359500.0,122.86,4,1,3,1
3514.0,5,4,2,14.0,0,1,0,4.8,5.0,0,1,415500.0,118.24,9,1,2,1
4552.0,4,4,1,15.0,0,0,0,5.7,6.5,0,2,488200.0,107.25,8,0,2,1
1195.0,3,3,1,23.0,1,1,0,6.1,1.1,1,1,280200.0,234.48,6,2,1,1
1328.0,6,4,1,22.0,0,0,1,9.4,0.5,1,0,429900.0,323.72,10,2,1,2
1965.0,3,2,3,47.0,1,1,0,7.2,0.6,1,0,307500.0,156.49,5,2,0,2
5092.0,6,4,2,9.0,0,0,0,4.3,2.1,0,0,733500.0,144.05,10,0,2,1
1298.0,4,3,2,40.0,1,1,0,6.7,6.1,1,1,215700.0,166.18,7,2,0,2
995.0,4,3,2,40.0,1,0,0,7.3,0.5,1,1,234400.0,235.58,7,1,0,2
4771.0,2,1,1,48.0,1,0,0,4.2,1.7,0,2,511500.0,107.21,3,1,0,1
4960.0,5,4,1,16.0,1,1,0,6.9,15.2,1,1,641300.0,129.29,9,2,1,2
3102.0,3,3,1,48.0,1,1,0,2.5,14.4,0,0,311000.0,100.26,6,2,0,0
2419.0,2,2,1,43.0,0,0,0,4.1,15.6,0,0,263700.0,109.01,4,0,0,1
1317.0,1,1,2,44.0,1,1,0,2.7,25.5,0,1,134600.0,102.2,2,2,0,0
3382.0,3,2,2,29.0,1,0,0,5.1,1.3,0,2,430900.0,127.41,5,1,1,1
4177.0,3,2,1,43.0,1,1,0,4.6,1.8,0,0,475900.0,113.93,5,2,0,1
743.0,4,4,1,45.0,1,1,0,4.7,4.1,0,2,140100.0,188.56,8,2,0,1
3740.0,5,4,1,9.0,1,0,0,7.1,24.7,1,1,477300.0,127.62,9,1,2,2
5091.0,2,1,1,18.0,1,1,1,5.7,14.9,0,0,558000.0,109.61,3,4,1,1
3538.0,4,4,3,28.0,0,1,0,7.1,3.9,1,2,637700.0,180.24,8,1,1,2
4236.0,2,1,2,1.0,1,0,1,8.8,0.9,1,0,545300.0,128.73,3,3,3,2
3822.0,5,4,2,35.0,0,1,0,9.7,9.6,1,1,557900.0,145.97,9,1,0,2
1767.0,4,4,1,18.0,1,0,0,5.2,3.0,0,0,372400.0,210.75,8,1,1,1
3216.0,3,3,1,6.0,1,1,0,6.6,7.6,1,2,498700.0,155.07,6,2,2,2
1662.0,4,4,1,25.0,1,1,0,5.2,28.4,0,2,263400.0,158.48,8,2,1,1
2756.0,3,2,3,14.0,0,0,0,7.5,8.5,1,2,469600.0,170.39,5,0,2,2
3582.0,3,2,2,46.0,0,1,0,7.1,25.7,1,0,361300.0,100.87,5,1,0,2
3894.0,4,3,1,37.0,0,0,0,4.2,5.0,0,0,510600.0,131.12,7,0,0,1
5329.0,3,3,2,2.0,1,0,0,4.5,10.0,0,1,626600.0,117.58,6,1,3,1
1756.0,3,3,1,37.0,0,0,0,8.3,22.4,1,0,227200.0,129.38,6,0,0,2
1332.0,3,2,2,15.0,1,0,0,4.4,8.9,0,1,223000.0,167.42,5,1,2,1
4930.0,4,3,3,1.0,1,1,0,5.3,9.5,0,1,440400.0,89.33,7,2,3,1
5446.0,3,3,2,30.0,0,0,0,6.9,12.6,1,0,648900.0,119.15,6,0,1,2
1553.0,2,2,2,27.0,1,0,0,5.2,21.4,0,1,238900.0,153.83,4,1,1,1
3139.0,4,3,1,6.0,0,1,0,8.6,0.9,1,2,478900.0,152.56,7,1,2,2
3924.0,4,4,1,29.0,1,0,0,7.6,4.1,1,2,620400.0,158.1,8,1,1,2
3901.0,2,2,1,42.0,0,0,0,3.7,5.1,0,1,384400.0,98.54,4,0,0,1
2142.0,2,2,1,6.0,0,0,0,4.3,24.0,0,1,315500.0,147.29,4,0,2,1
1791.0,2,2,2,35.0,0,1,0,6.7,31.2,1,0,201900.0,112.73,4,1,0,2
3593.0,3,2,2,28.0,1,0,0,5.4,1.3,0,0,476000.0,132.48,5,1,1,1
3281.0,3,2,1,23.0,1,0,0,1.6,1.3,0,1,332000.0,101.19,5,1,1,0
1817.0,4,4,2,38.0,0,0,0,3.6,27.3,0,2,205400.0,113.04,8,0,0,1
2140.0,4,4,1,3.0,1,1,1,6.0,3.5,1,0,422100.0,197.24,8,4,3,1
3836.0,4,4,1,28.0,0,0,0,7.3,2.8,1,0,529200.0,137.96,8,0,1,2
2986.0,3,3,1,43.0,0,1,0,7.3,0.5,1,0,425600.0,142.53,6,1,0,2
4319.0,4,4,1,4.0,1,1,0,9.4,3.2,1,0,677500.0,156.87,8,2,3,2
1988.0,3,2,1,28.0,0,1,0,4.1,11.8,0,0,267100.0,134.36,5,1,1,1
2456.0,6,4,1,29.0,0,0,0,4.2,5.6,0,1,407300.0,165.84,10,0,1,1
1965.0,4,4,1,28.0,1,0,0,5.4,7.3,0,1,277900.0,141.42,8,1,1,1
1099.0,2,2,3,25.0,1,1,0,2.1,24.9,0,0,112600.0,102.46,4,2,1,0
2280.0,4,4,1,18.0,1,0,0,5.5,1.2,0,0,366000.0,160.53,8,1,1,1
1110.0,3,3,1,25.0,1,0,0,5.1,0.7,0,1,226100.0,203.69,6,1,1,1
4912.0,4,4,1,36.0,0,0,0,7.1,19.1,1,1,605700.0,123.31,8,0,0,2
1924.0,2,1,2,26.0,1,1,0,7.4,14.9,1,0,270300.0,140.49,3,2,1,2
1755.0,2,2,1,29.0,0,1,0,6.2,3.1,1,2,281200.0,160.23,4,1,1,1
2427.0,5,4,2,50.0,1,0,0,5.5,3.9,0,1,357600.0,147.34,9,1,0,1
3741.0,2,1,2,29.0,0,1,0,6.2,3.7,1,1,545900.0,145.92,3,1,1,1
4086.0,4,3,2,2.0,0,0,0,3.9,10.4,0,2,588200.0,143.95,7,0,3,1
2410.0,3,3,2,42.0,1,1,0,5.3,0.6,0,1,314200.0,130.37,6,2,0,1
3523.0,4,3,1,6.0,1,0,0,5.5,6.7,0,2,342000.0,97.08,7,1,2,1
2814.0,4,4,1,48.0,0,1,0,5.3,1.4,0,2,363700.0,129.25,8,1,0,1
4786.0,3,3,1,8.0,0,0,0,5.2,17.1,0,0,495100.0,103.45,6,0,2,1
1313.0,3,3,2,40.0,1,0,0,4.3,4.8,0,2,244200.0,185.99,6,1,0,1
4202.0,2,1,1,41.0,1,0,0,3.4,7.5,0,0,394800.0,93.96,3,1,0,0
4734.0,1,1,1,12.0,1,0,0,5.1,0.5,0,0,554100.0,117.05,2,1,2,1
4122.0,3,3,3,14.0,1,1,0,6.7,0.6,1,2,545000.0,132.22,6,2,2,2
4868.0,4,4,1,4.0,0,0,0,2.0,11.2,0,2,508900.0,104.54,8,0,3,0
5348.0,5,4,2,28.0,0,0,0,4.5,14.6,0,1,607600.0,113.61,9,0,1,1
5449.0,5,4,2,34.0,1,0,0,9.6,12.4,1,0,699500.0,128.37,9,1,0,2
1843.0,4,4,1,26.0,0,0,0,5.1,13.4,0,1,303700.0,164.79,8,0,1,1
4309.0,4,3,1,26.0,1,0,0,5.8,1.1,0,1,417100.0,96.8,7,1,1,1
1681.0,4,3,1,7.0,0,0,0,9.2,11.8,1,0,355800.0,211.66,7,0,2,2
1055.0,3,2,2,31.0,1,0,0,6.1,2.0,1,2,274800.0,260.47,5,1,0,1
1494.0,5,4,2,19.0,1,0,0,6.2,1.0,1,1,343500.0,229.92,9,1,1,1
1984.0,4,4,2,9.0,1,0,0,3.7,14.2,0,0,276300.0,139.26,8,1,2,1
2558.0,3,2,3,12.0,1,1,0,6.1,22.0,1,0,380800.0,148.87,5,2,2,1
3672.0,2,1,2,28.0,0,1,0,5.5,12.6,0,1,408800.0,111.33,3,1,1,1
2596.0,3,3,1,34.0,0,0,0,7.3,16.4,1,1,352600.0,135.82,6,0,0,2
4885.0,3,3,1,7.0,1,1,0,8.1,47.2,1,0,495700.0,101.47,6,2,2,2
1104.0,5,4,2,28.0,0,1,0,5.6,1.4,0,2,283000.0,256.34,9,1,1,1
1814.0,3,3,1,30.0,1,0,0,6.3,33.6,1,0,221200.0,121.94,6,1,1,1
2131.0,3,2,1,40.0,0,1,0,1.7,9.2,0,1,207500.0,97.37,5,1,0,0
4040.0,6,4,2,29.0,1,0,1,1.0,16.8,0,1,401900.0,99.48,10,3,1,0
1423.0,2,2,1,21.0,1,1,0,7.7,10.5,1,0,278800.0,195.92,4,2,1,2
1528.0,3,3,3,20.0,1,0,0,1.0,8.4,0,1,223600.0,146.34,6,1,1,0
